# Name,Set,Format,Mode,Bit_Depth,Width,Height,Classe,Id_Classe
317.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
117.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
137.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
123.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
219.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
260.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
170.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
426.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
171.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
56.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
234.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
405.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
205.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
306.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
65.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
240.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
84.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
201.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
258.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
294.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
176.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
224.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
237.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
70.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
349.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
28.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
33.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
192.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
107.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
77.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
374.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
48.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
144.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
261.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
331.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
125.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
255.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
93.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
197.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
239.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
147.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
85.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
259.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
337.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
212.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
37.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
314.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
62.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
90.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
19.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
116.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
364.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
361.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
51.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
386.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
94.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
247.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
221.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
8.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
299.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
191.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
332.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
290.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
333.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
80.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
226.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
272.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
238.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
284.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
266.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
92.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
146.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
209.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
169.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
154.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
241.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
319.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
428.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
246.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
304.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
82.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
182.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
194.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
371.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
47.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
301.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
399.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
245.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
210.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
149.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
388.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
174.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
134.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
265.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
15.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
429.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
346.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
344.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
5.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
187.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
7.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
310.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
156.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
111.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
365.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
271.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
328.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
432.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
105.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
118.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
136.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
211.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
291.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
179.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
165.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
414.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
348.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
339.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
391.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
69.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
253.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
352.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
400.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
298.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
73.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
157.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
379.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
13.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
45.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
72.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
193.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
383.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
248.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
162.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
180.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
263.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
274.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
329.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
161.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
401.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
285.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
178.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
288.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
370.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
387.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
38.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
347.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
407.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
419.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
204.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
49.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
390.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
380.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
395.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
293.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
418.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
148.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
53.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
35.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
138.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
297.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
184.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
133.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
273.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
410.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
83.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
366.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
394.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
402.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
359.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
54.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
36.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
396.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
296.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
323.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
423.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
286.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
254.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
325.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
313.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
427.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
267.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
160.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
312.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
50.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
392.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
408.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
318.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
280.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
32.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
278.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
115.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
327.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
200.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
376.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
121.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
398.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
230.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
397.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
373.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
415.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
40.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
228.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
256.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
163.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
249.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
311.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
324.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
235.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
416.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
27.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
195.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
95.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
128.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
16.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
183.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
270.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
124.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
127.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
71.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
289.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
279.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
190.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
14.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
52.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
164.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
277.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
424.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
276.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
350.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
186.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
66.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
26.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
177.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
302.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
307.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
4.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
159.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
338.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
223.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
203.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
198.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
213.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
188.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
152.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
334.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
363.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
75.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
375.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
142.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
257.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
199.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
155.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
422.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
372.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
135.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
425.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
404.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
225.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
74.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
6.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
381.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
110.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
129.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
303.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
97.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
96.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
167.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
101.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
102.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
362.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
268.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
114.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
242.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
382.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
61.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
222.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
229.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
131.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
236.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
126.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
3.jpg,Treino,JPEG,L,8,640,480,2 Reais,2
406.jpg,Treino,JPEG,RGB,8,640,480,2 Reais,2
368.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
208.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
326.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
106.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
79.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
39.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
430.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
250.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
59.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
139.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
202.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
30.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
281.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
196.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
384.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
119.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
269.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
60.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
86.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
100.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
320.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
23.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
343.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
275.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
351.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
385.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
68.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
25.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
353.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
295.jpg,Teste,JPEG,L,8,640,480,2 Reais,2
309.jpg,Teste,JPEG,L,8,640,480,2 Reais,2
172.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
421.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
64.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
217.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
420.jpg,Teste,JPEG,RGB,8,640,480,2 Reais,2
